      6.3 0.0250913  0.026222 0.0334413 0.0350402 0.0360651 0.0532177 0.0742988 0.0924529 0.0981635  0.124275  0.131309  0.132691  0.151198  0.153575  0.156168  0.160163  0.166686   0.16765  0.185292  0.189464  0.192229  0.223915  0.224438  0.257085   0.25716    0.2895  0.289508  0.321877  0.321877  0.354484  0.354484  0.387272
      6.4 0.0226974 0.0271209 0.0275619 0.0369221 0.0501853 0.0589421 0.0807354  0.086996   0.10028  0.122369  0.127475  0.150228  0.150345  0.152224  0.154746  0.155187  0.159246  0.162388  0.182429  0.185749   0.18749    0.2163  0.216959  0.249063  0.249161  0.281057  0.281068  0.313022  0.313023  0.345268  0.345268  0.377771
      6.5 0.0200482 0.0215067 0.0291842 0.0403326 0.0604894 0.0649056 0.0761552 0.0890829  0.110412  0.120346  0.123984  0.132433  0.144867  0.153215  0.155879  0.158573  0.158828  0.166453  0.175684  0.179643  0.189413   0.20894  0.209764  0.241296  0.241424  0.272873  0.272889  0.304422  0.304424  0.336296  0.336296  0.368495
      6.6 0.0170381  0.018205 0.0312898 0.0437073  0.066116 0.0683886 0.0702418  0.100722   0.11522   0.11799  0.120817  0.124503  0.139723  0.154229  0.155234  0.157034  0.158734   0.15889  0.169225  0.173913  0.190654  0.201827   0.20285  0.233776  0.233942  0.264942  0.264963  0.296073  0.296075  0.327563  0.327563  0.359443
      6.7 0.0144815 0.0170908 0.0334565 0.0470897 0.0571386 0.0747233 0.0749099 0.0992011  0.115045  0.117952  0.118679  0.134902  0.146159  0.146979   0.15236  0.155339  0.158292  0.159406  0.163048  0.168563  0.190698  0.194955  0.196216  0.226493  0.226707  0.257255  0.257283  0.287967   0.28797  0.319067  0.319067  0.350612
      6.8 0.0140328 0.0166078 0.0357124 0.0493093 0.0505323 0.0790211 0.0799949 0.0846764  0.111237  0.115364  0.130394   0.13654  0.149944  0.151019  0.156648  0.157149  0.159763   0.16035  0.163594  0.184886  0.188318  0.188957  0.189861  0.219439  0.219712  0.249804  0.249842    0.2801  0.280104  0.310802  0.310803  0.342002
      6.9 0.0153233 0.0166396 0.0380958 0.0426027 0.0540992 0.0717266 0.0826949 0.0845181  0.106337  0.113024  0.126187  0.127771  0.147973  0.151524  0.158316  0.159008  0.161615  0.161681   0.18191  0.183785  0.184869  0.212605  0.212952  0.226766  0.242582  0.242631  0.272464   0.27247  0.274264  0.302765  0.302766  0.333608
        7  0.017067 0.0176398  0.036935 0.0406585 0.0578716 0.0603025 0.0860318 0.0885009  0.100243  0.110892  0.120255   0.12227  0.146167  0.146437  0.154805  0.160608  0.163345  0.164126  0.175726  0.177991  0.178056  0.205983  0.206421   0.23558  0.235645  0.265054  0.265062  0.294951  0.294952  0.325428  0.325428  0.356345
      7.1 0.0177846 0.0204307 0.0322011 0.0434717 0.0502931  0.061956 0.0891129 0.0920884 0.0930408  0.108921  0.113622  0.118631  0.141074  0.145325  0.150985  0.164001  0.165263  0.167793  0.168479  0.169764  0.172479  0.194508  0.199567  0.200116   0.22836   0.22879  0.228875  0.257862  0.257873  0.287354  0.287356  0.317459
      7.2 0.0187102 0.0234023 0.0282948 0.0415723 0.0466363 0.0664989  0.078461 0.0850238 0.0859978 0.0920043 0.0953867  0.107042  0.107622  0.115257  0.136239  0.144626  0.147546  0.156512  0.164018  0.167254   0.16732  0.169459  0.173608  0.193349  0.194032  0.222205  0.222315  0.250883  0.250897  0.279971  0.279972  0.309698
      7.3 0.0197863 0.0251184 0.0264223  0.034029 0.0345854 0.0396912 0.0503003 0.0717119   0.07662 0.0947613  0.098478   0.10209  0.105169  0.112136  0.131656  0.142862  0.144326  0.144486  0.158487  0.162318  0.169352  0.179196  0.183836  0.187323  0.188167  0.215817  0.215959  0.244109  0.244127  0.272794  0.272796  0.302139
      7.4 0.0120197 0.0209762 0.0225859 0.0262828 0.0275899 0.0294395 0.0546925 0.0682816 0.0779174 0.0969185 0.0974336   0.10143  0.103185  0.109254  0.127319  0.128384  0.141801  0.144413  0.153166  0.157675  0.171131  0.181483   0.18252  0.199415  0.204767  0.209619    0.2098  0.237533  0.237558   0.26582  0.265823   0.29478
      7.5 0.0142719 0.0206211 0.0222443 0.0222597 0.0253168 0.0324442 0.0601869 0.0603836 0.0856382 0.0920352  0.100069  0.100948  0.104304  0.106596  0.113868  0.123221  0.139487  0.144871  0.148053  0.153328  0.172351  0.175824  0.177089  0.203603  0.203833  0.231149  0.231182  0.253874  0.259042  0.259046  0.260291  0.287617
      7.6 0.0180723 0.0191554 0.0235181 0.0236294 0.0287837 0.0354483 0.0531755  0.067442 0.0873909  0.095788 0.0982906 0.0999174  0.102715  0.104147  0.107157  0.119355  0.137538  0.143146  0.145681   0.14928  0.170341  0.171877  0.172632  0.197763  0.198053  0.224951  0.224994  0.252455  0.252461  0.280644  0.280644  0.309528
      7.7 0.0152551 0.0181243 0.0250883 0.0312037 0.0329797  0.038478 0.0467818 0.0777333 0.0829513 0.0869109 0.0950386  0.101885  0.105429  0.110052  0.110126  0.115714  0.135948  0.138442  0.145534  0.146818  0.165031  0.166882  0.171539  0.192092  0.192457  0.218931  0.218987  0.246054  0.246061  0.273857  0.273858  0.302383
      7.8 0.0139808 0.0174666 0.0266483 0.0369459 0.0374049 0.0412312 0.0415706 0.0750379 0.0786927 0.0910457 0.0938818 0.0997877  0.108278  0.112289  0.113061   0.13251  0.133937  0.134711  0.142091   0.14825   0.15989  0.162109  0.168647  0.186584  0.187039  0.188058  0.190591  0.213084  0.213157  0.239832  0.239842  0.267253
      7.9 0.0142061 0.0171238 0.0283307 0.0364908 0.0405273 0.0425401 0.0447749 0.0643516 0.0745983 0.0862377 0.0978238  0.109073   0.11135  0.116275  0.123459  0.129629  0.133819  0.138954  0.149221  0.149928  0.150968  0.154915  0.157558  0.163636  0.173174  0.181234  0.181797  0.207403  0.207496  0.233785  0.233798  0.260826
        8 0.0155637 0.0170425 0.0301675  0.032495 0.0437557 0.0469162 0.0481539 0.0548237 0.0706565 0.0806544 0.0959547  0.106056  0.114773  0.119821  0.125514  0.133265  0.136124   0.13795  0.138883  0.150103  0.151786  0.153234  0.156395  0.176035   0.17673  0.193401  0.201881  0.202001  0.227907  0.227923  0.254571  0.254573
      8.1 0.0171755 0.0176013 0.0291643 0.0322048 0.0463851  0.046697  0.050744  0.051791 0.0668588 0.0744648   0.09413   0.10323  0.118734  0.121589  0.123882   0.13304  0.133525  0.133598  0.133859  0.145453  0.147097  0.149139  0.153726  0.170984  0.171835  0.196514  0.196666  0.222191  0.222213  0.248485  0.248487  0.275556
      8.2 0.0174839 0.0199919 0.0264176 0.0345087 0.0389554  0.049415 0.0541707 0.0557992 0.0631986 0.0679391 0.0922848  0.100585  0.117849  0.123538  0.128749  0.131148  0.131246  0.131378  0.133136  0.136177  0.140962  0.145278  0.155616  0.161266  0.166076  0.167113  0.191295  0.191487  0.216634  0.216662  0.220536  0.242562
