      7.2 0.0187102 0.0234023 0.0282948 0.0415723 0.0466363 0.0664989  0.078461 0.0850238 0.0859978 0.0920043 0.0953867  0.107042  0.107622  0.115257  0.136239  0.144626
      7.3 0.0197863 0.0251184 0.0264223  0.034029 0.0345854 0.0396912 0.0503003 0.0717119   0.07662 0.0947613  0.098478   0.10209  0.105169  0.112136  0.131656  0.142865
      7.4 0.0120197 0.0209762 0.0225859 0.0262828 0.0275899 0.0294395 0.0546925 0.0682816 0.0779174 0.0969185 0.0974336   0.10143  0.103185  0.109254  0.127319  0.128384
      7.5 0.0142719 0.0206211 0.0222443 0.0222597 0.0253168 0.0324442 0.0601869 0.0603836 0.0856382 0.0920352  0.100069  0.100948  0.104304  0.106596  0.113868  0.123221
      7.6 0.0180723 0.0191554 0.0235181 0.0236294 0.0287837 0.0354483 0.0531755  0.067442 0.0873909  0.095788 0.0982906 0.0999174  0.102715  0.104147  0.107157  0.119355
      7.7 0.0152551 0.0181243 0.0250883 0.0312037 0.0329797  0.038478 0.0467818 0.0777333 0.0829513 0.0869109 0.0950386  0.101885  0.105429  0.110052  0.110126  0.115714
      7.8 0.0139808 0.0174666 0.0266483 0.0369459 0.0374049 0.0412312 0.0415706 0.0750379 0.0786927 0.0910457 0.0938818 0.0997877  0.108278  0.112289  0.113061  0.132515
      7.9 0.0142061 0.0171238 0.0283307 0.0364908 0.0405273 0.0425401 0.0447749 0.0643516 0.0745983 0.0862377 0.0978238  0.109073   0.11135  0.116275  0.123459  0.129629
        8 0.0155637 0.0170425 0.0301675  0.032495 0.0437557 0.0469162 0.0481539 0.0548237 0.0706565 0.0806544 0.0959547  0.106056  0.114773  0.119821  0.125514  0.133266
      8.1 0.0171755 0.0176013 0.0291643 0.0322048 0.0463851  0.046697  0.050744  0.051791 0.0668588 0.0744648   0.09413   0.10323  0.118734  0.121589  0.123882  0.133049
      8.2 0.0174839 0.0199919 0.0264176 0.0345087 0.0389554  0.049415 0.0541707 0.0557992 0.0631986 0.0679391 0.0922848  0.100585  0.117849  0.123538  0.128755   0.13119
      8.3 0.0179375 0.0225516 0.0241774 0.0324633 0.0371759 0.0519647 0.0573029 0.0596688 0.0603384 0.0613876 0.0736151 0.0903373 0.0981106 0.0984866   0.11429  0.124235
      8.4 0.0185143 0.0223728 0.0251905 0.0268628 0.0403523 0.0406164 0.0510668 0.0543927 0.0550936 0.0562584 0.0602216 0.0656444 0.0881886 0.0957943  0.110907  0.111898
